clean_date,SAMPLE,WEIGHT,APPROVE,DISAPPROVE,ADJUSTED_APPROVE,ADJUSTED_DISAPPROVE,day,month,year
2021-01-20,4126.0,0.8240000000000001,52.4,30.4,51.8,32.0,20,1,2021
2021-01-21,2598.6,0.99,54.2,33.5,53.7,33.8,21,1,2021
2021-01-22,2671.6,0.907,55.8,34.4,55.1,34.8,22,1,2021
2021-01-23,2863.8888888888887,0.9044444444444445,55.22222222222222,34.333333333333336,54.888888888888886,34.666666666666664,23,1,2021
2021-01-24,2738.8,1.053,53.9,34.5,53.9,34.8,24,1,2021
2021-01-25,2877.9,0.908,54.3,34.7,54.1,35.3,25,1,2021
2021-01-26,2519.4285714285716,1.0071428571428573,53.57142857142857,35.285714285714285,53.714285714285715,35.285714285714285,26,1,2021
2021-01-27,2485.1428571428573,1.1500000000000001,53.285714285714285,35.714285714285715,53.42857142857143,36.142857142857146,27,1,2021
2021-01-28,2035.8,1.046,55.3,36.3,54.8,36.8,28,1,2021
2021-01-29,2497.6363636363635,0.9845454545454545,56.09090909090909,35.45454545454545,55.27272727272727,36.81818181818182,29,1,2021
2021-01-30,3053.375,0.80625,55.875,35.75,55.25,36.75,30,1,2021
2021-01-31,2914.1111111111113,0.8211111111111111,54.0,37.333333333333336,53.888888888888886,37.55555555555556,31,1,2021
2021-02-01,2914.1111111111113,0.8288888888888889,54.0,37.333333333333336,53.888888888888886,37.55555555555556,1,2,2021
2021-02-02,3556.6666666666665,1.0566666666666666,52.333333333333336,38.0,52.666666666666664,38.0,2,2,2021
2021-02-03,3991.0,1.066,53.2,38.6,53.4,38.4,3,2,2021
2021-02-04,4680.25,0.7825,55.0,38.25,55.0,37.5,4,2,2021
2021-02-05,3869.1666666666665,0.7533333333333334,56.666666666666664,37.833333333333336,56.666666666666664,38.0,5,2,2021
2021-02-06,3530.714285714286,0.76,55.714285714285715,37.714285714285715,55.857142857142854,38.0,6,2,2021
2021-02-07,3502.1428571428573,0.7742857142857142,56.0,37.57142857142857,55.857142857142854,38.0,7,2,2021
2021-02-08,3352.4285714285716,0.8928571428571429,56.142857142857146,38.285714285714285,55.57142857142857,38.42857142857143,8,2,2021
2021-02-09,3137.1428571428573,0.8071428571428572,55.57142857142857,37.714285714285715,54.714285714285715,37.857142857142854,9,2,2021
2021-02-10,3904.4,0.8379999999999999,55.8,37.4,55.2,37.2,10,2,2021
2021-02-11,3120.5714285714284,0.9185714285714285,55.42857142857143,37.142857142857146,55.285714285714285,36.857142857142854,11,2,2021
2021-02-12,2815.5454545454545,0.8563636363636363,55.45454545454545,37.81818181818182,54.72727272727273,38.27272727272727,12,2,2021
2021-02-13,2705.9166666666665,0.8541666666666666,55.25,37.833333333333336,54.666666666666664,38.333333333333336,13,2,2021
2021-02-14,2771.25,0.8008333333333333,55.666666666666664,37.666666666666664,55.083333333333336,38.333333333333336,14,2,2021
2021-02-15,3119.9,0.729,55.7,38.2,55.0,38.8,15,2,2021
2021-02-16,4005.2,0.8959999999999999,52.8,40.6,53.0,40.0,16,2,2021
2021-02-17,3090.1428571428573,0.9542857142857143,54.57142857142857,39.714285714285715,53.857142857142854,39.42857142857143,17,2,2021
2021-02-18,2603.1,0.883,54.7,38.6,53.9,38.8,18,2,2021
2021-02-19,3126.625,0.72,55.5,36.375,54.625,37.875,19,2,2021
2021-02-20,2952.1111111111113,0.7355555555555555,54.888888888888886,36.55555555555556,54.22222222222222,38.0,20,2,2021
2021-02-21,3221.125,0.69375,53.625,38.375,53.5,38.875,21,2,2021
2021-02-22,3406.285714285714,0.8857142857142858,52.142857142857146,38.57142857142857,52.42857142857143,38.857142857142854,22,2,2021
2021-02-23,3583.6666666666665,1.16,54.333333333333336,40.0,53.666666666666664,39.833333333333336,23,2,2021
2021-02-24,2855.0,1.1422222222222222,55.22222222222222,38.888888888888886,54.22222222222222,39.55555555555556,24,2,2021
2021-02-25,2537.6363636363635,1.1372727272727272,55.0,39.45454545454545,54.09090909090909,39.90909090909091,25,2,2021
2021-02-26,2381.4285714285716,0.9985714285714286,53.42857142857143,39.42857142857143,52.785714285714285,40.07142857142857,26,2,2021
2021-02-27,2352.214285714286,0.9885714285714285,52.857142857142854,39.214285714285715,52.57142857142857,39.857142857142854,27,2,2021
2021-02-28,2641.909090909091,0.7809090909090909,53.27272727272727,39.72727272727273,52.81818181818182,40.0,28,2,2021
2021-03-01,3098.181818181818,1.03,53.72727272727273,40.27272727272727,53.36363636363637,40.45454545454545,1,3,2021
2021-03-02,4440.833333333333,1.1983333333333333,52.333333333333336,41.0,52.5,40.5,2,3,2021
2021-03-03,7298.25,1.325,52.875,40.625,52.625,40.25,3,3,2021
2021-03-04,5726.090909090909,1.1218181818181818,53.72727272727273,39.45454545454545,53.27272727272727,39.63636363636363,4,3,2021
2021-03-05,5892.818181818182,1.1790909090909092,53.72727272727273,40.09090909090909,53.09090909090909,40.27272727272727,5,3,2021
2021-03-06,5254.692307692308,1.0592307692307692,53.84615384615385,39.84615384615385,53.30769230769231,40.30769230769231,6,3,2021
2021-03-07,5592.583333333333,1.0891666666666666,53.916666666666664,39.916666666666664,53.416666666666664,40.333333333333336,7,3,2021
2021-03-08,5947.6,0.932,54.0,39.8,53.5,40.3,8,3,2021
2021-03-09,10063.2,0.914,54.0,41.0,54.6,40.6,9,3,2021
2021-03-10,8699.833333333334,0.9333333333333332,56.166666666666664,40.166666666666664,56.333333333333336,40.0,10,3,2021
2021-03-11,7584.857142857143,0.9328571428571427,55.714285714285715,39.714285714285715,55.42857142857143,39.42857142857143,11,3,2021
2021-03-12,7137.25,1.0075,57.125,38.875,56.5,39.5,12,3,2021
2021-03-13,6510.888888888889,0.9777777777777779,56.666666666666664,38.666666666666664,56.22222222222222,39.333333333333336,13,3,2021
2021-03-14,7064.5,0.95375,55.375,39.875,55.125,39.625,14,3,2021
2021-03-15,6320.555555555556,0.8544444444444443,55.0,39.44444444444444,55.0,39.44444444444444,15,3,2021
